Wave Length,CH1(703.7),CH1(827.9),CH2(704.5),CH2(827.2),CH3(703.7),CH3(827.9),CH4(704.5),CH4(827.2),CH5(704.5),CH5(827.2),CH6(704.5),CH6(827.2),CH7(704.5),CH7(827.2),CH8(703.7),CH8(827.9),CH9(704.5),CH9(827.2),CH10(703.7),CH10(827.2),CH11(703.7),CH11(827.9),CH12(703.7),CH12(827.2),CH13(703.7),CH13(827.2),CH14(703.7),CH14(827.2),CH15(703.7),CH15(827.2),CH16(703.7),CH16(827.2),CH17(703.7),CH17(827.2),CH18(703.7),CH18(827.2),CH19(703.7),CH19(827.2),CH20(703.7),CH20(827.2),CH21(703.7),CH21(827.2),CH22(704.5),CH22(827.2),CH23(703.7),CH23(827.2),CH24(704.5),CH24(827.2)
Analog Gain,19.921569,19.921569,19.921569,19.921569,45.490196,45.490196,19.921569,19.921569,68.235294,68.235294,45.490196,45.490196,68.235294,68.235294,45.490196,45.490196,1.254902,1.254902,68.235294,68.235294,1.254902,1.254902,1.254902,1.254902,114.509804,114.509804,114.509804,114.509804,6.588235,6.588235,114.509804,114.509804,1.254902,1.254902,6.588235,6.588235,1.254902,1.254902,6.588235,6.588235,2.823529,2.823529,1.254902,1.254902,2.823529,2.823529,2.823529,2.823529
Probe1(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,Mark,Time,BodyMovement,RemovalMark,PreScan,,,,,,,,,,,,,,,,,,,
1,-0.07027862,-0.02975301,-0.09301315,-0.0608631,-0.03796713,-0.01837075,-0.12915599,-0.06491612,-0.02634088,-0.09580564,0.08923692,-0.00097844,0.2156598,-0.07491487,0.36511463,-0.14645658,0.00322475,-0.06749018,-0.1899015,0.04178576,-0.07263479,0.00073139,-0.03545954,-0.02987845,0,26:43.7,0,0,0,,,,,,,,,,,,,,,,,,,
2,-0.09267171,-0.04507766,-0.07859761,-0.07401008,-0.0461681,-0.02508272,0.04520988,-0.08164802,0.08297825,-0.07959986,0.06842307,-0.00932353,0.20194533,-0.05713116,0.41178864,-0.09841821,-0.03610028,-0.08816634,-0.22760664,0.04896738,-0.087548,-0.01177455,-0.05156046,-0.04656797,0,26:43.8,0,0,0,,,,,,,,,,,,,,,,,,,
3,-0.06050882,-0.02638298,-0.07268186,-0.04903666,-0.03527687,-0.04169503,-0.01972171,-0.04595686,0.01095958,0.04185408,0.06787,-0.01204193,0.07787064,-0.03354351,0.54483986,-0.04231301,0.00328925,-0.04715756,-0.2514883,0.07262734,-0.06695227,0.00591985,-0.03487943,-0.01598227,0,26:43.9,0,0,0,,,,,,,,,,,,,,,,,,,
4,0.03954284,0.02040307,-0.0333358,-0.0133981,-0.00563331,0.01199683,-0.02186831,0.0286901,-0.01871593,0.0865812,0.07950734,0.00305182,0.18378377,0.05686624,0.58019984,-0.02182249,0.11577307,-0.00917824,-0.22930551,0.08998694,-0.03649186,0.05634852,0.00434972,0.04777672,0,26:44.0,0,0,0,,,,,,,,,,,,,,,,,,,
5,0.04836817,0.04366116,-0.08985206,0.02380383,0.02098022,0.04488089,-0.07019949,0.04091602,-0.00412374,0.05449862,0.07796497,0.01520104,0.31221139,0.0675571,0.57587212,-0.0146411,0.12885389,0.00884685,-0.2208747,0.10460094,-0.01707375,0.07668794,0.0113734,0.0657618,0,26:44.1,0,0,0,,,,,,,,,,,,,,,,,,,
6,0.04133264,0.03747715,0.01691572,0.03562548,0.02381609,0.02924196,0.03454266,0.02930759,0.02537457,-0.01379523,0.07366135,0.01196158,0.4931249,0.04479495,0.60549128,-0.02184191,0.1049633,0.02620997,-0.20678386,0.10741259,-0.00664488,0.07360448,0.00184941,0.05432807,0,26:44.2,0,0,0,,,,,,,,,,,,,,,,,,,
7,-0.0156153,0.02898599,0.07675675,-0.02584911,0.03410158,0.00392066,-0.04242444,0.00514414,0.03815937,-0.030743,0.07683396,0.01182485,0.16114609,0.01945442,0.53269142,-0.01111964,0.09045435,0.02917705,-0.17077592,0.09594508,-0.00934238,0.06427242,-0.01022579,0.03982529,0,26:44.3,0,0,0,,,,,,,,,,,,,,,,,,,
8,-0.03762026,0.00907565,-0.05882076,-0.03053173,0.00710549,-0.00334079,-0.02031997,-0.01402451,0.00075063,0.02943791,0.07429948,0.00686343,0.09025276,-0.02468168,0.50161451,-0.00204774,0.06679247,-0.0041265,-0.16860563,0.07621481,-0.04032479,0.0514931,-0.01569579,0.01779312,0,26:44.4,0,0,0,,,,,,,,,,,,,,,,,,,
9,-0.05008775,-0.00915436,0.01260224,-0.03096394,-0.02461893,-0.02567733,-0.02471977,-0.03668356,0.04528038,0.01833488,0.08087599,0.01201788,0.26131678,-0.03268598,0.45646331,-0.05717126,0.03382709,-0.00295952,-0.14109732,0.06329073,-0.0502969,0.03391949,-0.0230414,-0.00269202,0,26:44.5,0,0,0,,,,,,,,,,,,,,,,,,,
10,-0.06082045,-0.02760849,-0.07498908,-0.06389853,-0.0408906,-0.0367664,-0.05026047,-0.0536003,-0.01446807,0.02966134,0.0873244,0.01525741,0.41656172,-0.0391749,0.47388333,-0.07806584,0.00939701,-0.02106531,-0.183164,0.06223945,-0.06000727,0.01876808,-0.03095449,-0.02072916,0,26:44.6,0,0,0,,,,,,,,,,,,,,,,,,,
11,-0.12264741,-0.04252976,-0.08099176,-0.12432255,-0.06347875,-0.0514227,-0.03088148,-0.07908236,0.02923771,0.00905864,0.09782723,0.00075506,0.23801236,-0.04672338,0.53907502,0.01786475,-0.03427301,-0.03442208,-0.24783629,0.07303379,-0.06435393,0.00503847,-0.04133365,-0.03684798,0,26:44.7,0,0,0,,,,,,,,,,,,,,,,,,,
12,-0.09366846,-0.02615066,-0.12504666,-0.09688023,-0.05325991,-0.02543485,-0.09724444,-0.05693805,0.03336033,0.06696929,0.12835295,0.00266979,0.3198528,-0.01577646,0.58111095,0.03883108,-0.00299168,-0.00230336,-0.25942901,0.08954259,-0.04392775,0.01042704,-0.02942645,-0.01556482,0,26:44.8,0,0,0,,,,,,,,,,,,,,,,,,,
13,0.04266221,0.02429995,-0.02874997,-0.03160032,-0.04308027,0.01463588,-0.01607983,0.0118859,0.00862725,0.12675041,0.14870253,0.01413094,0.2100637,0.04596431,0.63105035,0.04944992,0.09905285,-0.01635867,-0.30124286,0.11926228,-0.02384119,0.064068,0.00505414,0.0499656,0,26:44.9,0,0,0,,,,,,,,,,,,,,,,,,,
14,0.04938712,0.04108334,-0.03838778,0.00137926,0.00357114,0.04607916,0.05588242,0.02979346,-0.04911214,0.07532139,0.14073253,0.00413556,0.63473254,0.12386379,0.8899073,0.13129729,0.09614797,0.0279241,-0.37859479,0.15765706,0.00444158,0.09530097,0.01987131,0.07276428,0,26:45.0,0,0,0,,,,,,,,,,,,,,,,,,,
15,0.0442065,0.037373,-0.06972474,0.0022013,0.00518232,0.02383468,0.02710476,0.01012303,-0.05027347,0.03723481,0.11650176,-0.01262229,0.97374851,0.22135228,1.129475,0.36005121,0.04450045,0.16279045,-0.3975327,0.2400465,0.07843806,0.1025878,0.01161867,0.06792097,0,26:45.1,0,0,0,,,,,,,,,,,,,,,,,,,
16,-0.01591124,0.02361896,-0.0184656,-0.00521337,0.00129445,0.02436826,-0.05398973,-0.00323694,-0.03244722,-0.07506701,0.07820181,-0.05978416,1.08822441,0.20012474,1.18091977,0.39325315,0.02338951,0.17522252,-0.41786683,0.24345788,0.08398236,0.09429783,0.00269712,0.05629847,0,26:45.2,0,0,0,,,,,,,,,,,,,,,,,,,
17,-0.06485074,0.00252907,0.00322428,-0.02157158,-0.01049458,-0.0004212,0.00794788,-0.0154726,-0.08014691,-0.12433994,0.04404632,-0.0962526,0.92974383,0.19060907,1.24339938,0.42974505,-0.00612591,0.18427809,-0.41441512,0.24528658,0.07799943,0.07925548,-0.00492038,0.03813264,0,26:45.3,0,0,0,,,,,,,,,,,,,,,,,,,
18,-0.09448059,-0.01753566,-0.0642558,-0.03461679,-0.02762278,0.00238182,0.06461006,-0.04254351,-0.09079289,-0.1474546,0.02271008,-0.11133137,1.10152197,0.19713859,1.35069656,0.43936792,-0.05483818,0.17331548,-0.49242222,0.27071002,0.06473031,0.06565543,-0.02193093,0.01953175,0,26:45.4,0,0,0,,,,,,,,,,,,,,,,,,,
19,-0.1177903,-0.03544436,-0.1183937,-0.05497527,-0.04380049,-0.01414179,-0.06864204,-0.06111673,-0.04559968,-0.22514498,0.0048544,-0.14108178,1.14188337,0.22362588,1.44719338,0.49272615,-0.08799565,0.18898262,-0.52127939,0.27986526,0.06198206,0.05061238,-0.03563035,0.00388125,0,26:45.5,0,0,0,,,,,,,,,,,,,,,,,,,
20,-0.10440711,-0.04989804,-0.13362546,-0.07471734,-0.05015517,-0.04386838,-0.04419303,-0.06813323,-0.06908861,-0.23574917,-0.01815217,-0.15681204,1.40194368,0.21131474,1.5006932,0.59216595,-0.10469308,0.27462131,-0.49240354,0.2887243,0.10360732,0.03423465,-0.04756262,-0.00994495,0,26:45.6,0,0,0,,,,,,,,,,,,,,,,,,,
21,-0.05654786,-0.02415472,-0.12528202,-0.05371226,-0.0380896,-0.0152555,0.02656721,-0.04183958,0.01800568,-0.20277797,-0.0081644,-0.1266778,1.9438591,0.26212797,1.57275152,0.6594888,-0.05461244,0.32560214,-0.45840263,0.30783185,0.13464268,0.0463515,-0.03271613,0.02254987,0,26:45.7,0,0,0,,,,,,,,,,,,,,,,,,,
22,-0.01889528,0.01679148,-0.06973562,-0.01003999,-0.00980894,0.01102205,0.02540765,0.02770846,-0.09650967,-0.18153434,-0.01063403,-0.14419293,1.32157362,0.29098997,1.60716414,0.6467905,0.01299095,0.2784062,-0.51395851,0.33569866,0.13711536,0.09160447,-0.00404801,0.08020516,0,26:45.8,0,0,0,,,,,,,,,,,,,,,,,,,
23,0.01736602,0.02077262,-0.02835956,0.0139851,-0.00466589,0.01871042,0.01370255,0.02764396,-0.12964654,-0.21943116,-0.03002835,-0.16263556,1.46789789,0.32550234,1.65194964,0.63949358,0.00700483,0.26204139,-0.5368042,0.35030156,0.12325731,0.1058869,-0.00615691,0.0878818,0,26:45.9,0,0,0,,,,,,,,,,,,,,,,,,,
24,-0.01626945,0.01227288,-0.0921123,-0.00842236,-0.00101306,0.0090386,0.00891085,0.01313559,0.0390152,-0.22741754,-0.03841769,-0.15349059,1.52437305,0.2786445,1.64505637,0.63764536,-0.00483239,0.3095873,-0.44951296,0.33728617,0.12824135,0.10138831,-0.01133989,0.07168727,0,26:46.0,0,0,0,,,,,,,,,,,,,,,,,,,
25,-0.06424268,0.00300748,-0.06703562,-0.01329636,0.00200426,-0.01571785,-0.00261411,0.00566651,-0.04443587,-0.21448758,-0.04362972,-0.13587451,1.4326129,0.26143789,1.65438223,0.61966974,-0.01821672,0.29695535,-0.42576835,0.319673,0.11159979,0.09649547,-0.0172919,0.05662179,0,26:46.1,0,0,0,,,,,,,,,,,,,,,,,,,
26,-0.05112077,-0.01283177,-0.06305833,-0.01320104,-0.00997435,-0.00668548,-0.00220581,-0.02362873,-0.07567383,-0.15222996,-0.02689821,-0.11008497,1.48766303,0.1805438,1.54387903,0.57580799,-0.02308639,0.26438802,-0.35386342,0.27990982,0.08979592,0.09570092,-0.02193093,0.03126486,0,26:46.2,0,0,0,,,,,,,,,,,,,,,,,,,
27,-0.07338081,-0.02836184,-0.03070605,-0.05683051,-0.02918521,-0.03773295,0.01282737,-0.04961893,-0.10203833,-0.10973255,0.00608893,-0.0683922,1.27943277,0.18963568,1.57769585,0.54417831,-0.04397026,0.23801373,-0.36286968,0.27989438,0.06987628,0.08543923,-0.03018056,0.01329978,0,26:46.3,0,0,0,,,,,,,,,,,,,,,,,,,
28,-0.09334122,-0.04336992,-0.11216393,-0.09173502,-0.03689209,-0.05206703,0.02490526,-0.07209982,-0.04045182,-0.07034064,0.02314326,-0.04007725,1.31085944,0.21423766,1.54431438,0.53042567,-0.05531673,0.21853912,-0.38373441,0.27987954,0.04606795,0.07122539,-0.04455276,-0.00592279,0,26:46.4,0,0,0,,,,,,,,,,,,,,,,,,,
29,-0.13132045,-0.05797545,-0.16209832,-0.11186179,-0.06665786,-0.07588252,-0.01648641,-0.09233046,-0.02263005,-0.06209987,0.0435761,-0.0235156,1.21327114,0.15265828,1.48023355,0.4678883,-0.07561653,0.14904964,-0.38911602,0.23613736,0.00917902,0.05992246,-0.05213965,-0.01992217,0,26:46.5,0,0,0,,,,,,,,,,,,,,,,,,,
30,-0.0696557,-0.0185892,-0.0890052,-0.08932278,-0.06428742,-0.04069889,0.00500146,-0.04426179,-0.07269409,0.07771467,0.0774114,0.00672667,1.12803411,0.18838359,1.45625257,0.40294099,0.00484866,0.1040361,-0.38251305,0.22053942,0.00105641,0.08662429,-0.02728585,0.02286984,0,26:46.6,0,0,0,,,,,,,,,,,,,,,,,,,
31,0.00515844,0.02649908,-0.06354678,-0.0086638,-0.02764628,-0.00700423,0.03293075,0.01236523,-0.02449535,0.16069342,0.11367006,0.0373707,0.98803616,0.20683733,1.44503021,0.34783262,0.08814232,0.04291595,-0.39327997,0.23156118,-0.01318154,0.13649291,0.00017262,0.08032684,0,26:46.7,0,0,0,,,,,,,,,,,,,,,,,,,
32,0.01449931,0.0355785,0.03703881,-0.00421305,0.00049325,-0.01732063,0.05818686,0.01794991,0.04605642,0.18326116,0.11664099,0.03955273,1.14994979,0.21909751,1.41277122,0.36181465,0.09282905,0.04020266,-0.40375394,0.24769215,-0.02748601,0.15404226,0.00643806,0.08927117,0,26:46.8,0,0,0,,,,,,,,,,,,,,,,,,,
33,-0.00206602,0.02840747,-0.04136166,-0.01479567,0.00235257,-0.05227455,-0.02181254,0.00197935,0.02516084,0.11743075,0.10882834,0.02525737,1.28791213,0.23188168,1.37289214,0.32612142,0.07774743,0.05347555,-0.33050692,0.22651075,-0.01846012,0.14959829,0.00327993,0.07506675,0,26:46.9,0,0,0,,,,,,,,,,,,,,,,,,,
34,-0.00215314,0.01491485,-0.06145216,-0.01474251,0.01427949,-0.03711857,0.03371859,-0.00961752,-0.07342744,0.07866382,0.09099805,0.01624565,1.04887867,0.17448394,1.33785069,0.31285894,0.06058724,0.01318818,-0.33495989,0.2198534,-0.03799819,0.14072374,-0.00018924,0.05891663,0,26:47.0,0,0,0,,,,,,,,,,,,,,,,,,,
35,-0.02176719,-0.0064733,-0.11746042,-0.00354738,-0.0076423,-0.05037367,0.00706781,-0.0342876,-0.03845574,0.09132344,0.07409932,0.01448118,0.88388616,0.16753602,1.32511842,0.27828026,0.03124018,0.02154309,-0.31858957,0.22555166,-0.04278375,0.12613745,-0.01412247,0.03730304,0,26:47.1,0,0,0,,,,,,,,,,,,,,,,,,,
36,-0.06124388,-0.02290761,-0.16331702,-0.02373369,-0.03193266,-0.05455605,-0.02110141,-0.0478637,0.00575771,0.07846268,0.07110912,0.00758793,1.09954143,0.14058277,1.28610981,0.20796873,0.00450372,-0.04481806,-0.33436167,0.17639159,-0.08399672,0.10839438,-0.02240688,0.01580616,0,26:47.2,0,0,0,,,,,,,,,,,,,,,,,,,
37,-0.10082897,-0.04170595,-0.15993562,-0.06931792,-0.04753546,-0.06116831,0.01474491,-0.0749022,-0.02875393,0.00761442,0.05341957,-0.01703504,0.88884115,0.11785172,1.23212099,0.16682301,-0.01564245,-0.08785905,-0.34735012,0.13931017,-0.10307823,0.08862568,-0.03084508,-0.00487108,0,26:47.3,0,0,0,,,,,,,,,,,,,,,,,,,
38,-0.1287376,-0.05931366,-0.19066145,-0.05590443,-0.05112222,-0.07631928,-0.04661614,-0.09291399,-0.01136781,-0.03650679,0.04634067,-0.03712825,0.81175816,0.06022469,1.11553526,0.11042801,-0.02469287,-0.12244867,-0.2777819,0.085971,-0.12902395,0.070126,-0.03990246,-0.02514191,0,26:47.4,0,0,0,,,,,,,,,,,,,,,,,,,
39,-0.07213511,-0.03885931,-0.16843091,-0.0581047,-0.0500477,-0.06872633,-0.0077931,-0.0701775,-0.00828155,0.06023595,0.07943477,-0.01153386,0.7304095,0.06240827,0.98852396,0.07703374,0.02223376,-0.12378694,-0.22577375,0.07676926,-0.123035,0.07229932,-0.02919321,-0.00598177,0,26:47.5,0,0,0,,,,,,,,,,,,,,,,,,,
40,0.02294103,0.0161372,-0.03838112,0.01521563,-0.0237845,-0.0233017,0.02481572,0.00177017,-0.02886882,0.17604148,0.1127351,0.02385323,0.72614205,0.1367645,0.93094862,0.02950787,0.12917612,-0.13142221,-0.22250676,0.08602126,-0.09790732,0.12583561,0.00563847,0.05771412,0,26:47.6,0,0,0,,,,,,,,,,,,,,,,,,,
41,0.0374556,0.03566111,-0.0005335,0.03801164,0.01766681,-0.01051359,0.08373364,0.03274495,-0.02178153,0.25016403,0.12188263,0.0446291,0.51716596,0.09937452,0.76177442,-0.03451782,0.17871304,-0.16047722,-0.15844661,0.0518178,-0.10374217,0.14889908,0.01935978,0.07490284,0,26:47.7,0,0,0,,,,,,,,,,,,,,,,,,,
42,0.02745405,0.03259261,-0.01472495,0.02845006,0.02555789,-0.01395929,0.04848526,0.01619062,0.04154742,0.25091517,0.12345405,0.062975,0.38895345,0.03534609,0.60592782,0.00016247,0.18161955,-0.11102173,-0.03109155,0.02740188,-0.09996027,0.15374406,0.02306702,0.05657686,0,26:47.8,0,0,0,,,,,,,,,,,,,,,,,,,
43,-0.01050244,0.02496584,-0.03705411,0.01082487,0.01715406,-0.01976668,0.08724395,0.002261,0.03538641,0.29297984,0.12965629,0.07118271,0.49277091,0.08219314,0.79282755,0.09205577,0.13839342,-0.10821755,-0.10858304,0.07362582,-0.10701143,0.14798376,0.0177827,0.04536745,0,26:47.9,0,0,0,,,,,,,,,,,,,,,,,,,
44,-0.01511911,0.00718459,0.0395098,-0.0090932,-0.00525088,-0.03296561,0.06105301,-0.02487294,0.03620999,0.19889048,0.11941593,0.04520797,0.45799631,0.09314183,0.84811592,0.0640673,0.09855639,-0.14182407,-0.16390528,0.07724957,-0.12405159,0.13488287,0.00291163,0.02734331,0,26:48.0,0,0,0,,,,,,,,,,,,,,,,,,,
45,-0.04549992,-0.00933366,-0.05018362,-0.01099547,-0.00685674,-0.04121785,-0.00224897,-0.04372318,-0.06379238,0.11969104,0.11286189,0.00904341,0.4421733,0.10523799,0.79214525,0.06938579,0.06012139,-0.15576814,-0.1973691,0.06072936,-0.13872813,0.11620474,-0.01003869,0.00536986,0,26:48.1,0,0,0,,,,,,,,,,,,,,,,,,,
46,-0.11668818,-0.0280991,-0.11725049,-0.01503029,-0.02028807,-0.05511057,0.00520718,-0.06096297,-0.07167853,0.02976956,0.1031014,-0.05461059,0.65932423,0.12187874,0.95758075,0.07503849,0.00936763,-0.21614026,-0.34509099,0.09102987,-0.16883549,0.10280456,-0.02777553,-0.01032191,0,26:48.2,0,0,0,,,,,,,,,,,,,,,,,,,
47,-0.12525463,-0.050662,-0.20630817,-0.0127327,-0.04438641,-0.06476137,-0.0393059,-0.0758896,-0.09585862,-0.1557406,0.06046142,-0.1337672,0.73074055,0.11639631,1.03686798,0.00947043,-0.04057038,-0.32822341,-0.48444605,0.09624901,-0.2102351,0.07978611,-0.03999967,-0.02597402,0,26:48.3,0,0,0,,,,,,,,,,,,,,,,,,,
48,-0.12189284,-0.04455452,-0.12333195,-0.02186733,-0.05433225,-0.04078784,-0.03545332,-0.0637591,-0.16726564,-0.12748432,0.05466223,-0.1561618,0.78179026,0.1487243,1.0788939,0.04626395,-0.04173645,-0.2843881,-0.47234309,0.10018289,-0.18614158,0.0630968,-0.04335453,-0.02154889,0,26:48.4,0,0,0,,,,,,,,,,,,,,,,,,,
49,-0.01503735,0.00787913,-0.00780649,-0.0038316,-0.03292345,-0.00923671,-0.03726003,0.00408314,-0.10767969,-0.00210903,0.08809055,-0.12464111,1.0337882,0.22640389,1.15591669,0.07597851,0.00927494,-0.24581981,-0.47003976,0.12249506,-0.14835158,0.06396566,-0.01442507,0.04463842,0,26:48.5,0,0,0,,,,,,,,,,,,,,,,,,,
50,0.01333338,0.03277665,-0.04193902,0.01844239,0.00771568,0.01805731,0.00769188,0.04766862,-0.12015393,-0.00734137,0.06995305,-0.13219082,0.95871419,0.22081621,1.14773846,0.06075169,-0.00166716,-0.3012673,-0.56784981,0.13094209,-0.16447306,0.00122268,0.00484863,0.08169392,0,26:48.6,0,0,0,,,,,,,,,,,,,,,,,,,
51,0.00009038,0.02694142,-0.05940625,0.05371254,0.01872994,0.00875837,-0.0153393,0.03961267,-0.1276975,-0.18817672,0.02228458,-0.19070025,0.80819505,0.23488417,1.15015829,0.05553484,-0.04080945,-0.3001273,-0.57031322,0.12551466,-0.1778892,-0.06427152,0.00042861,0.07559635,0,26:48.7,0,0,0,,,,,,,,,,,,,,,,,,,
52,-0.01514301,0.01711583,0.00505227,0.02353415,0.01631188,-0.00569646,-0.0437793,0.02327909,-0.17171808,-0.34939399,-0.03434009,-0.26316124,1.1021595,0.23375198,1.18632984,0.08506854,-0.06389803,-0.30929431,-0.58211917,0.12634137,-0.18685165,-0.06127535,-0.00289379,0.05952834,0,26:48.8,0,0,0,,,,,,,,,,,,,,,,,,,
53,-0.04239787,0.00477649,-0.08536771,0.0422342,0.01937683,-0.02086852,-0.10462222,0.00911852,-0.22213759,-0.50504971,-0.12855062,-0.34889182,1.01472092,0.21871145,1.31573319,0.13178784,-0.07563253,-0.30332911,-0.64825171,0.15145017,-0.18820412,-0.02666327,-0.01282696,0.03989408,0,26:48.9,0,0,0,,,,,,,,,,,,,,,,,,,
54,-0.06573482,-0.00921228,-0.1072137,0.02636598,0.01309126,-0.02076226,-0.09959456,-0.00547872,-0.24496704,-0.70234889,-0.23379192,-0.44921508,1.11571741,0.26623315,1.35105789,0.17559728,-0.09271481,-0.24636886,-0.63541454,0.16953686,-0.16040413,-0.00461573,-0.02618157,0.02241844,0,26:49.0,0,0,0,,,,,,,,,,,,,,,,,,,
